Año solicitud;Año Inspección;Año certificación;Mes solicitud;Mes Inspección;Mes Certificación;Canal;Lugar de Trámite;Formato;Expediente;Exportador;Ruc;Producto;Nombre Cientifico;Departamento Origen;Variedad;Cod. Instalación;Contenedores;Precintos;Instalación;Tipo Instalación;Sede;Importador;Cod. Lugar de Producción;Inspector de Inspección;Tipo Vinculo Inspector;Tipo Vinculo Laboral;Inspector  Certificado;Lugar Destino;Tipo Envase;Uso Destinado;Certificación Electrónica;Partida Arancelaria;Des. Partida  Arancelaria;Pais Destino;Razon Social Destino;Certificados Generados;N° Certificado Origen;Lugar de Embarque;Medio Transporte;Estado Solicitud;Estado Inspección;Estado Certificado;Fecha Solicitud SNS2022;Fecha Solicitud Trazabilidad;Fecha Inspección Vuce;Fecha Inspección Trazabilidad;Fecha Inspección SNS2023;Fecha Certificación;Fecha Emision 1erCertificado;Envio Orgánico;Tipo Export;Cantidad Envase;Peso Neto
2025;2025;2025;03;03;03;VUCE;ICA;SNS022;250180019307;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;HOSHIN STEPHANY SALAZAR JARPE;VINCULO LABORAL;EXTERNO;GUZMAN FLORES ELIZABETH LIDIA;LONDON GATEWAY;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1630562;1630562;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;27/03/2025;27/03/2025;30/03/2025;30/03/2025;31/03/2025;31/03/2025;31/03/2025;No;EX;1,456;23,296.00
2025;2025;2025;03;03;03;VUCE;ICA;SNS022;250180019309;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;685210;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;Vision Global Group, LLC;016-01059-01;HOSHIN STEPHANY SALAZAR JARPE;VINCULO LABORAL;EXTERNO;GUZMAN FLORES ELIZABETH LIDIA;PHILADELPHIA;CAJA(S);COMERCIALIZACION;SI;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;EEUU;;1630560;1630560;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;27/03/2025;27/03/2025;30/03/2025;30/03/2025;31/03/2025;31/03/2025;31/03/2025;No;EX;1,440;24,480.00
2025;2025;2025;04;04;04;VUCE;ICA;SNS022;250180019826;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;HOSHIN STEPHANY SALAZAR JARPE;VINCULO LABORAL;EXTERNO;GUZMAN FLORES ELIZABETH LIDIA;SOUTHAMPTON;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1632270;1632270;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;02/04/2025;02/04/2025;03/04/2025;03/04/2025;04/04/2025;04/04/2025;04/04/2025;No;EX;1,456;23,296.00
2025;2025;2025;04;04;04;VUCE;ICA;SNS022;250180020120;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;685208;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;Vision Global Group, LLC;016-01059-01;HOSHIN STEPHANY SALAZAR JARPE;VINCULO LABORAL;EXTERNO;GUZMAN FLORES ELIZABETH LIDIA;PHILADELPHIA;CAJA(S);COMERCIALIZACION;SI;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;EEUU;;1633637;1633637;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;03/04/2025;03/04/2025;07/04/2025;07/04/2025;07/04/2025;07/04/2025;07/04/2025;No;EX;1,440;24,480.00
2025;2025;2025;04;04;04;VUCE;ICA;SNS022;250180020580;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;HOSHIN STEPHANY SALAZAR JARPE;VINCULO LABORAL;EXTERNO;GUZMAN FLORES ELIZABETH LIDIA;SOUTHAMPTON;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1635369;1635369;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;08/04/2025;08/04/2025;10/04/2025;10/04/2025;11/04/2025;11/04/2025;11/04/2025;No;EX;1,456;23,296.00
2025;2025;2025;04;04;04;VUCE;ICA;SNS022;250180020787;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;DANIEL ADOLFO VALENZUELA TELLO;PROFESIONAL AUTORIZADO;EXTERNO;JUNCHAYA MENDOZA EDUARDO AUGUSTO;LONDON GATEWAY;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1636912;1636912;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;10/04/2025;10/04/2025;13/04/2025;14/04/2025;14/04/2025;14/04/2025;14/04/2025;No;EX;1,456;23,296.00
2025;2025;2025;04;04;04;VUCE;ICA;SNS022;250180021531;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;DANIEL ADOLFO VALENZUELA TELLO;PROFESIONAL AUTORIZADO;EXTERNO;JUNCHAYA MENDOZA EDUARDO AUGUSTO;SOUTHAMPTON;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1638655;1638655;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;15/04/2025;15/04/2025;17/04/2025;18/04/2025;18/04/2025;18/04/2025;18/04/2025;No;EX;1,456;23,296.00
2025;2025;2025;04;04;04;VUCE;ICA;SNS022;250180021533;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;076668;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;Vision Global Group, LLC;016-01059-01;DANIEL ADOLFO VALENZUELA TELLO;PROFESIONAL AUTORIZADO;EXTERNO;JUNCHAYA MENDOZA EDUARDO AUGUSTO;PHILADELPHIA;CAJA(S);COMERCIALIZACION;SI;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;EEUU;;1639169;1639169;Puerto de Pisco;MARITIMO;GENERADO;CERRADO;APROBADO;15/04/2025;15/04/2025;20/04/2025;20/04/2025;20/04/2025;20/04/2025;20/04/2025;No;EX;1,440;24,480.00
2025;2025;2025;04;04;04;VUCE;ICA;SNS022;250180021917;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;DANIEL ADOLFO VALENZUELA TELLO;PROFESIONAL AUTORIZADO;EXTERNO;JUNCHAYA MENDOZA EDUARDO AUGUSTO;SOUTHAMPTON;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1641529;1641529;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;22/04/2025;22/04/2025;24/04/2025;25/04/2025;25/04/2025;25/04/2025;25/04/2025;No;EX;1,456;23,296.00
2025;2025;2025;04;04;04;VUCE;ICA;SNS022;250180022137;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;083961;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;Vision Global Group, LLC;016-01059-01;DANIEL ADOLFO VALENZUELA TELLO;PROFESIONAL AUTORIZADO;EXTERNO;JUNCHAYA MENDOZA EDUARDO AUGUSTO;PHILADELPHIA;CAJA(S);COMERCIALIZACION;SI;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;EEUU;;1642346;1642346;Puerto de Pisco;MARITIMO;GENERADO;CERRADO;APROBADO;24/04/2025;24/04/2025;26/04/2025;27/04/2025;27/04/2025;27/04/2025;27/04/2025;No;EX;1,325;22,525.00
2025;2025;2025;04;05;05;VUCE;ICA;SNS022;250180022581;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;DANIEL ADOLFO VALENZUELA TELLO;PROFESIONAL AUTORIZADO;EXTERNO;JUNCHAYA MENDOZA EDUARDO AUGUSTO;SOUTHAMPTON;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1644636;1644636;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;28/04/2025;28/04/2025;01/05/2025;02/05/2025;02/05/2025;02/05/2025;02/05/2025;No;EX;1,456;23,296.00
2025;2025;2025;04;05;05;VUCE;ICA;SNS022;250180022791;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;083792;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;Vision Global Group, LLC;016-01059-01;DANIEL ADOLFO VALENZUELA TELLO;PROFESIONAL AUTORIZADO;EXTERNO;JUNCHAYA MENDOZA EDUARDO AUGUSTO;PHILADELPHIA;CAJA(S);COMERCIALIZACION;SI;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;EEUU;;1645462;1645462;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;29/04/2025;29/04/2025;03/05/2025;04/05/2025;04/05/2025;04/05/2025;04/05/2025;No;EX;1,266;21,522.00
2025;2025;2025;05;05;05;VUCE;ICA;SNS022;250180023313;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;MARIA FARINA RAMOS GRIMALDO;PROFESIONAL AUTORIZADO;EXTERNO;FUENTES BANONI GILMARA LIZET;LONDON GATEWAY;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1649153;1649153;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;06/05/2025;06/05/2025;10/05/2025;11/05/2025;12/05/2025;12/05/2025;12/05/2025;;EX;1,395;22,320.00
2025;2025;2025;05;05;05;VUCE;ICA;SNS022;250180024026;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;PARAGULLA GARIBAY DANIZA GUADALUPE;PROFESIONAL AUTORIZADO;EXTERNO;MEDINA GUERRA JOSE LUIS;LONDON GATEWAY;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1651951;1651951;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;15/05/2025;15/05/2025;18/05/2025;19/05/2025;19/05/2025;19/05/2025;19/05/2025;No;EX;1,456;23,296.00
2025;2025;2025;05;05;05;VUCE;ICA;SNS022;250180024488;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;MARIA FARINA RAMOS GRIMALDO;PROFESIONAL AUTORIZADO;EXTERNO;MEDINA GUERRA JOSE LUIS;LONDON GATEWAY;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1655602;1655602;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;22/05/2025;22/05/2025;25/05/2025;26/05/2025;26/05/2025;26/05/2025;26/05/2025;;EX;1,350;21,600.00
2025;2025;2025;05;06;06;VUCE;ICA;SNS022;250180024979;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;MARIA FARINA RAMOS GRIMALDO;PROFESIONAL AUTORIZADO;EXTERNO;MEDINA GUERRA JOSE LUIS;LONDON GATEWAY;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1659050;1659050;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;29/05/2025;29/05/2025;31/05/2025;02/06/2025;03/06/2025;03/06/2025;03/06/2025;;EX;1,370;21,920.00
2025;2025;2025;06;06;06;VUCE;ICA;SNS022;250180025401;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;MARIA FARINA RAMOS GRIMALDO;PROFESIONAL AUTORIZADO;EXTERNO;MEDINA GUERRA JOSE LUIS;LONDON GATEWAY;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1662471;1662471;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;04/06/2025;04/06/2025;08/06/2025;10/06/2025;10/06/2025;10/06/2025;10/06/2025;;EX;1,456;23,296.00
2025;2025;2025;06;06;06;VUCE;ICA;SNS022;250180025860;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);20106651087;LIMON TAHITI (Lima tahiti), fruto fresco;Citrus latifolia;ICA;Tahiti;016-00049-PE;;;CIA.DE EXP.Y NEGOCIOS GNRLES.S.A.(COEXA);PE;ICA;AMT FRESH LTD;016-01059-01;MARIA FARINA RAMOS GRIMALDO;PROFESIONAL AUTORIZADO;EXTERNO;MEDINA GUERRA JOSE LUIS;LONDON GATEWAY;CAJA(S);COMERCIALIZACION;NO;0805.50.22.00;LIMA TAHITI (LIMON TAHITI)(CITRUS LATIFOLIA), FRESCAS O SECO AL NATURAL;INGLATERRA;;1665343;1665343;Puerto del Callao;MARITIMO;GENERADO;CERRADO;APROBADO;11/06/2025;11/06/2025;14/06/2025;15/06/2025;16/06/2025;16/06/2025;16/06/2025;;EX;1,456;23,296.00
